,score
0x062799b5a2fc009f5d8b48360a05c497d8be8364,49.79
0x7d685ab185ec504ab6fbbee625714dcd7bfe436a,49.79
0x66bbcd3d44d820767850ec6d9a5cd3739cc216fc,49.79
0x60c514df3dd8bda1d67ca0f6e2d9184f4aefb279,49.79
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,49.79
0xc06c22a00b722fe5822e89720fe1c1e1c87aae22,49.79
0x7ecb7a50d54d7985604dba59acb2705b0871572c,49.79
0x36faa1e49ff125ac72ceae0d5a2e35bc9add6591,49.79
0xd7b4f76be7e0212bf52020e2e86ad989b81d16e5,49.78
0x65d25e3f2696b73b850daa07dd1e267dcfa67f2d,49.78
0x49dd6999474e83106a87724e50fec0882df7980f,49.78
0x80b716753ca862ef3bcb7426a35778c72095eefb,49.78
0xd047b65f54f4aa8eae6bb9f3d9d5d126fe722b9f,49.78
0xcce25be0e833dc0ffcefa12bf1867a972e15bc2b,49.78
0xd212f73a389966da5f493a302518639ee8296dc8,49.78
0xcf444a898778ed425105dc71482557da1d26ceee,49.78
0xcbdb75a5741561e347d4508d96d850f83dcc36ca,49.78
0x5c218ebcb29ab26fa9ba23c7f1a03175c5759bc6,49.78
0xc59ee6fb0e286d6568950834dfe7694ed9f4bc7f,49.78
0x3da55f052f1db425c93a944937faeb361cf6d35d,49.78
0xdfab10160b6fb43b241c581540e46229c581b1b6,49.78
0x0235a450c1e56006217506ce78c5cbc8627b9097,49.78
0x901e9ffe28c136759399025ef9d2da2ca9089bd2,49.78
0x018f2071db8b2ccdfa713984b01a6c3b7d758024,49.78
0x8acdaed8cdb1d9e4c298cbda2352c4404d49db4f,49.78
0xb1a428f7cf26db51efd8631ab1869d7cd4f42177,49.78
0x9eb7fa865937d1e92a1c1d10ccb5240757e93227,49.78
0x275c69284ce670e88b5539355d94bd0601981d1d,49.78
0xa62ba163e57219fa1e67ec21cc101b5e5167d111,49.78
0x9885a84930e3c8c865a1d3debdc204f990bab7c3,49.78
0x8c0e1c1b7ca56cbf74b88de1c07e0a7216ee90b6,49.78
0x8c40598633b68bcae91fa3199b5421c65c8cf82c,49.78
0x1f8a9aa97618c77fad4be22fba26d4ea0507119c,49.78
0xfe864dfdae2992e9229ea4b3ef63df6118f6976f,49.78
0x970991bdd61aed3c2cf91e9bf6944960561dbcf5,49.78
0x82990656227e21064f63c9976013ab3181b7db7c,49.77
0xaeb84158bbd553d4fbb152a403c7bdaf5e10517d,49.77
0x930a7cd60a633128b7c5181307781e6d033ba51a,49.77
0x0073c423a0b5d88b330d481301025db1ab65d891,49.77
0x0c3f70c14b8bb96d6b74af35c6ab7f85f77a23ba,49.77
0x92bb3b6356783697ad48c279e0cac56593feaa7c,49.77
0xff77c5277c1ae715745d5a3f401dc848cdc89b86,49.77
0xca9ba74ee20917211ef646ac51accc287f27538b,49.77
0x82338b1b27cfc0c27d79c3738b748f951ab1a7a0,49.77
0xf8884b58666c100042a804bbaff2ae09ab262007,49.77
0x70564145fa8e8a15348ef0190e6b7c07a2120462,49.77
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,49.77
0x9a31ec2df5d42aa0537ff845b01512112d94a7a4,49.77
0xd75e524050b363611be0b3da4710dd5f50dd3021,49.77
0x6c11c151adc437db6b95968997ab8caa0d7188d0,49.77
0xc55b3b8545eefdeab26409c0a61abba23b6220fc,49.77
0x3d41bd2623c454ccf12cb1a943b3a2fe1a7a3f86,49.77
0x972723ab7c0121f8182b5f19a0015959fa776794,49.77
0xbdc986c3a8b6a0f6fbae9a1b22b64e3904fdd1b3,49.77
0xc009c7ae5f3e6df9810a8244ed9c9e3d35b789a3,49.77
0xbf937ab53c4a0c9be6c7fc74c8538434acaeaecf,49.77
0xfd0101d908bf7e4a03168b6e90aa7f1e70606225,49.77
0xa5cd3bc3f3d34b3a716111643e19db88bfa649c7,49.77
0x004537fcd9095489ebe38180a382341b962b501d,49.77
0x55b5c9a8bb1011f3425838e46329edcb76702f47,49.77
0x516b1b996f22cdfef20f6b54f7b027df95c438e7,49.77
0xa1349cde05c534e747dca402eab1c901121890d0,49.77
0x0ae3a4258ce1b9b53d74f6f390c14c4010c81ad0,49.77
0x1f92fc15bcbeb4dd24eefbead8d7aee409f891dc,49.77
0x1268757e441481ee97f99ba28d624f261b3c14d5,49.77
0xd127967a300c74dc05547fe5a4918e85fbb22455,49.77
0x21bbfed76f3e3fe03d07f98771c3fe188698d0ef,49.77
0x649f2aa41cee456b033bcde5588f9f1cf3d63184,49.76
0x5848dab2597441f1311588f38236543c049bf52f,49.76
0xf788d9c49f26696d04754395e730d5a23c844836,49.76
0x46f996328bf027cc2daa8bcf77c3a1d064a8a383,49.76
0xb0e83c2d71a991017e0116d58c5765abc57384af,49.76
0x6bc497332b40127d7202dc3bd9a9ec9b42a0108e,49.76
0x090e1fdc0cb866317751f0621884a203a8d797aa,49.76
0x0c8f904694c9017270e5915a399f96185b6dc47f,49.76
0xc6654898d96e97199a8d14e534fe92dd6b2674bd,49.76
0x879752965c099e91d1fac7ddd2f3d27c0e441397,49.76
0x1000f47de952a518ef7bfc3376becc6e70f94939,49.76
0xb0a4e99371dfb0734f002ae274933b4888f618ef,49.76
0x52eeb7027c0a393d977254b21d830eab19c2a99f,49.76
0xb7a158f6231c2e894a57640deef4767526321fe3,49.76
0x7219786a67c3ccaf08545d8cc5634af1eb869e5c,49.76
0x70f4c4a9a94fddcbfee4ca5b527402e30458f82d,49.76
0x33b1f5a94e64150921c2ab69279a6c24e3169ccb,49.76
0x8e21459e973012d923ccc2572fad1da5725ad3a8,49.76
0x0affccd762f0a7fa1bca40c51afe1a806a74a6f9,49.76
0xaf0f557a9a7e84bdd02adbc14962df2789d95d4e,49.76
0x7feebd9f278f36bf2900b7580805339e9167e3b6,49.76
0xfacc6271974a080bf4953fcdb8e20933b77b4e11,49.76
0xb17ddd51d6121cf4e9b2decdb97c7c3ded072678,49.76
0x5bfadd091798052fe34a6e360f73810fabc7b0d7,49.76
0x836fd05a18dc13aa8885a718278e6a316ecca1ff,49.76
0x1957c8be180d95e16caabd3505f4214abafc728c,49.76
0xc09d4c25850938977110a43ba16fe60c16742b47,49.76
0x570ce6badac1c25b2d007e808a4d1b92eccddda9,49.76
0xca32b377bd23015f119b65c14a66a2da54a1a34e,49.76
0x07b6c918ab36928aed3a841b33ca674d5f600f40,49.76
0x7225ac33941112883620212d651714c1e4aea0e0,49.76
0x9da521610b3eebeec6949168540526d15cfa2c64,49.76
0x5276982277e69c70e18963d786bf30a6428cbaf8,49.76
0x09a9601349928e391fb12bab0270999d189072ee,49.75
0xef492b2d863b4e68330b4ed0b39708d3846b3420,49.75
0x95ad647b9e6174294573aa4b8a2681ec20d44594,49.75
0x6f00ce7253bfd3a5a1c307b5e13814bf3433c72f,49.75
0x2b1fb0243f003eeb738dc91210ea6b3d6d601c1e,49.75
0x2b2eed49b88eb13131f6eae7eb951d7e2be0a51c,49.75
0x7c8dd864ded4030d42883b72dc7643bd7646f1ca,49.75
0xdc5e2422ae2d45f7f7f5b4109624285bb9b358f8,49.75
0x8e831f16c2aec702f3ef81f2b6ae70dd19fbe08c,49.75
0x3d9f3e5169c407151bf4611e4241c25bc1167ea9,49.75
0xb1d6ea93bbac8f4b5a3c42bbcbad1368a91f4857,49.75
0x6216017ba2e4f1df2fd9824305cf994fe9307256,49.75
0x1c3598c87714f93413f88f955028bf00c3888ba1,49.75
0x6bb740b57627123ecb2debe195ea5b225b4f9ad8,49.75
0xeabf7dec6253f3ddbcb70a93fa9a5d6470f6cf74,49.75
0x4cdf088ac50af486498b9994193a3999b74a4003,49.75
0xcdc480a8dfd81d3664767f4d91880b38858bab75,49.75
0x220edf2a786c0f93787ea09ffa2acf9b94fdb3b4,49.75
0x02c5538202d60d26d87b7c9929eda68fc87e6466,49.75
0x56fe14a30aad9595b5fc05fa7922403cb6c2951a,49.75
0x4f4a88b7254752d8cc372ec97fe558b526faecd2,49.75
0x5ee253de06206452b32386cb260aede93464f2f3,49.75
0x5f91a6795537bb179b6cce3e9032e5f861308460,49.75
0xff9f1159199c885d177ff2adbb2867d7f9227180,49.75
0xa66aa61a67ee8dbd4a0dccd6fa6e3b0aaad49bc0,49.75
0x1238554cb6a3bad570a0714f57c432ddf1d55753,49.75
0x9cd6a59a40b7a88512999afc90220e5942e182ac,49.75
0xc96265c36f6d77747f9c259946a1ef55fce946b7,49.75
0xd0554b8dc33b4be4bee98718a7b5f8009a67a6b7,49.75
0xc7bde5d00c8e0255b6a262a16fd7d5533e436e0c,49.75
0x523c8b962707252201fc9289289081507f58af4d,49.75
0x868e6cb354d1fde30e8e7fcebe1afeaed9ff28ce,49.75
0xa2c0a10020c0cbfb4b2cf9a60f65c28a793b268a,49.74
0x52e0b17cc061d1ff9bbf986ef2408a660a2d30ab,49.74
0xa50ecb238bfa1b1c9050c58cf3e99c99260c4ed1,49.74
0x1464d4e3c815de3028572b850c6c34dfc57e9320,49.74
0x14fae4fe41507941f06000f31f267eddb53cc382,49.74
0x8f8c3405dab9b221a5f2c70868124aa83d4ac40b,49.74
0xe6056f52719cbc225d7093b50180b4eacf024909,49.74
0x53738166c362470e3d1c62811f99798434025d3d,49.74
0xf8e562f4f30c5dda0978857067d6585265da3437,49.74
0x58e92c4128a4c231e3af7daf205682e37689a759,49.74
0xf7801b408c5e3d352e9d67ee2774ae82800bc2d7,49.74
0x9628be77fb3dcd890fd93a5d039092fca855d3cc,49.74
0x69d8414d216a7540668e97ec5be5c1be5936fbb7,49.74
0xd6d30f186e802c1558b8137bd730f7f4aec17ae7,49.74
0x9a8f763bf3ef60b919d3f921f0e1b6e3ff8b30fd,49.74
0x64aae5656401a936ecc5c9e655d324d3d86953d9,49.74
0x2b354cfa9170febc4829d499af094c70c7920334,49.74
0xc9f258df3b771a745d812a4a70e08054304ac7e4,49.74
0x3d534d4f6099b94846b905068bc1d420258065e8,49.74
0x014d808541240a693b48819a600b401cf6b3b8b7,49.74
0x116549cd0715ce44f4c6bccb5b268ebc76e3969b,49.74
0x74e2f04def059397d4a3382fd4a85df062d75bf4,49.74
0x5bb73e04b810527b14b87c37eff3d62481f2d416,49.74
0x4b80761dd2aa8cc919c15080051e36bfd9ad92cd,49.74
0xec305d1588a1aed8e613e493bfd08fe31fa3d7bd,49.74
0x1048e693b121a6386f024f2e97ea17e28537b99a,49.74
0x0353e34eade74802807a59daa2245e2413b839e0,49.74
0x8877bcb2223682048badd5b09b7ee5a8fa2f3424,49.74
0x82b13de76ee899d15a78bf618c1dfc90e0043937,49.74
0x8cd4a27aced006537435768adff1d6a66fdb5978,49.74
